Brand,Weight,SoC,CPU,GPU,RAM,Storage,Memory cards,Display,Battery,OS,Camera,SIM card,Wi-Fi,USB,Bluetooth,Positioning,priceUrl,imageUrl,name,
output/lava.txt,157g,SpreadtrumSC9830A,ARMCortex-A71500MHzCores:4,ARMMali-400MP2Cores:2,512MB,4GB,microSDmicroSDHC,5inTFT480x854pixels24bit,2000mAhLi-Ion,Android5.1Lollipop,2592x1944pixels1280x720pixels30fps, ,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/4e773a11/320/main.jpg,A88;,
output/lava.txt,143g,SpreadtrumSC9830A,ARMCortex-A71500MHzCores:4,ARMMali-400MP2Cores:2,1GB,8GB,microSDmicroSDHC,5inIPS720x1280pixels24bit,2500mAhLi-Polymer,Android5.1.1Lollipop,2592x1944pixels1920x1080pixels30fps,Micro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/fb883a06/320/main.jpg,A71;,
output/lava.txt,142g,MediatekMT6580,ARMCortex-A71300MHzCores:4,ARMMali-400MP2Cores:2,2GB533MHz,8GB,microSDmicroSDHCmicroSDXC,5inIPS720x1280pixels24bit,2500mAhLi-Ion,Android5.1.1Lollipop,3264x2448pixels1920x1080pixels30fps,Micro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/6d4339f0/320/main.jpg,X3;,
output/lava.txt,153g,MediaTekMT6580M,ARMCortex-A71200MHzCores:4,ARMMali-400MP2416MHzCores:2,1GB533MHz,8GB,microSDmicroSDHC,5inTFT480x854pixels24bit,2000mAhLi-Ion,Android5.1Lollipop,2592x1944pixels1280x720pixels30fps,Micro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/8ec83e0b/320/main.jpg,P7;,
output/lava.txt,153g,MediaTekMT6735,ARMCortex-A531300MHzCores:4,ARMMali-T720MP2600MHzCores:2,3GB640MHz,16GB,microSDmicroSDHC,5.5inIPS720x1280pixels24bit,3000mAhLi-Polymer,StarOS2.0(Android5.1.1Lollipop),4160x3120pixels1920x1080pixels30fps,Micro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPSGLONASS,,https://www.devicespecifications.com/images/model/6f9439c6/320/main.jpg,V5;,
output/lava.txt,110g,SpreadtrumSC7731G,ARMCortex-A71300MHzCores:4,ARMMali-400MP2400MHzCores:2,512MB,8GB,microSDmicroSDHC,4inTFT480x800pixels24bit,1550mAhLi-Ion,Android5.1Lollipop,2592x1944pixels640x480pixels30fps,Mini-SIMMicro-SIM,bgnWi-FiHotspot,2.0MicroUSB,2.0,GPS,,https://www.devicespecifications.com/images/model/33fc395f/320/main.jpg,IrisAtom;,
output/lava.txt,320g,MediaTekMT8321,ARMCortex-A71300MHzCores:4,ARMMali-400MP2500MHzCores:2,2GB,16GB,microSDmicroSDHC,8inIPS1280x800pixels24bit,4000mAhLi-Polymer,Android5.1Lollipop,3264x2448pixels1920x1080pixels30fps, ,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/5437391d/320/main.jpg,IvoryM4;,
output/lava.txt,150g,SpreadtrumSC7731G,ARMCortex-A71300MHzCores:4,ARMMali-400MP2400MHzCores:2,512MB,8GB,microSDmicroSDHC,5inTFT480x854pixels24bit,2000mAhLi-Ion,Android5.1Lollipop,2592x1944pixels1280x720pixels30fps,Mini-SIMMicro-SIM,bgnWi-FiHotspot,2.0MicroUSB,2.0,GPS,,https://www.devicespecifications.com/images/model/9cc33913/320/main.jpg,IrisAtom3;,
output/lava.txt,133g,MediaTekMT6735,ARMCortex-A531300MHzCores:4,ARMMali-T720MP2600MHzCores:2,3GB640MHz,16GB,microSDmicroSDHCmicroSDXC,5inIPS720x1280pixels24bit,2900mAhLi-Polymer,Android5.1Lollipop,4128x3096pixels1920x1080pixels30fps,Micro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/acfb385a/320/main.jpg,X10;,
output/lava.txt,130g,SpreadtrumSC7731G,ARMCortex-A71300MHzCores:4,ARMMali-400MP2400MHzCores:2,1GB,8GB,microSDmicroSDHC,4.5inTFT480x854pixels24bit,2000mAhLi-Ion,Android5.1Lollipop,2592x1944pixels640x480pixels30fps,Mini-SIMMicro-SIM,bgnWi-FiHotspot,2.0MicroUSB,2.1,GPS,,https://www.devicespecifications.com/images/model/20ee3835/320/main.jpg,IrisAtom2x;,
